Ingested app: 'AC Freedom' (row 4899) in  0.6275 seconds
Ingested app: 'Download Blazer' (row 8525) in  0.0441 seconds
Ingested app: 'Android P | Xperia\u2122 Theme 4800+ icons' (row 4450) in  0.0463 seconds
Ingested app: 'StirFry Stunts - We Bare Bears' (row 7604) in  0.0463 seconds
Ingested app: 'Bullet - FN Theme' (row 10667) in  0.0423 seconds
Ingested app: 'Voice Tables - no internet' (row 3621) in  0.0462 seconds
Ingested app: 'BZ Vesper-App' (row 7057) in  0.0356 seconds
Ingested app: 'YouTube Studio' (row 4796) in  0.0313 seconds
Ingested app: 'FrostWire: Torrent Downloader & Music Player' (row 8528) in  0.056 seconds
Ingested app: 'Calcium Pro' (row 2264) in  0.056 seconds
Ingested app: 'Banfield Pet Health Tracker' (row 2359) in  0.0347 seconds
Ingested app: 'VAT Checker for EU company' (row 9921) in  0.0504 seconds
Ingested app: 'Meme Creator' (row 999) in  0.0339 seconds
Ingested app: 'Jaumo Dating, Flirt & Live Video' (row 2648) in  0.0496 seconds
Ingested app: 'HTC Sense Input-CA' (row 3279) in  0.047 seconds
Ingested app: 'Visual Anatomy 2' (row 2276) in  0.0468 seconds
Ingested app: 'SecondSecret \u2010\u300c\u604b\u3092\u8aad\u3080\u300dBL\u30ce\u30d9\u30eb\u30b2\u30fc\u30e0\u2010' (row 6415) in  0.0535 seconds
Ingested app: 'F & M Mobile Banking' (row 4129) in  0.0379 seconds
Ingested app: 'MHD F-Series' (row 4120) in  0.0491 seconds
Ingested app: 'Propertyfinder' (row 9352) in  0.053 seconds
Ingested app: 'EC Designer 2.0' (row 9249) in  0.047 seconds
Ingested app: 'DW - Breaking World News' (row 8977) in  0.047 seconds
Ingested app: 'WGT Golf Game by Topgolf' (row 5442) in  0.0484 seconds
Ingested app: 'FIFA 16 Soccer' (row 9164) in  0.0513 seconds
Ingested app: 'Truck Simulator DT 3D' (row 8858) in  0.0306 seconds
Ingested app: 'OfficeSuite : Free Office + PDF Editor' (row 293) in  0.0441 seconds
Ingested app: 'Starbucks' (row 8754) in  0.0349 seconds
Ingested app: 'Dumb Ways to Die 2: The Games' (row 4126) in  0.0313 seconds
Ingested app: 'DRAGON QUEST VIII' (row 8719) in  0.0469 seconds
Ingested app: 'DC Legends: Battle for Justice' (row 8245) in  0.0313 seconds
Ingested app: 'B612 - Beauty & Filter Camera' (row 2859) in  0.0588 seconds
Ingested app: 'bp e-store' (row 6601) in  0.0433 seconds
Ingested app: '21-Day Meditation Experience' (row 1434) in  0.0468 seconds
Ingested app: 'West Central Ag' (row 5120) in  0.0468 seconds
Ingested app: 'Makeup Editor -Beauty Photo Editor & Selfie Camera' (row 2822) in  0.0481 seconds
Ingested app: 'StyleSeat' (row 1606) in  0.0481 seconds
Ingested app: 'YouTube Gaming' (row 891) in  0.0469 seconds
Ingested app: 'Curriculum vitae App CV Builder Free Resume Maker' (row 7939) in  0.0469 seconds
Ingested app: 'Call of Duty\xae: Heroes' (row 5766) in  0.0379 seconds
Ingested app: 'In to cm' (row 7581) in  0.054 seconds
Ingested app: 'Blur Image Background' (row 6212) in  0.0566 seconds
Ingested app: 'autoricardo.ch \u2013 vehicles' (row 7352) in  0.0362 seconds
Ingested app: 'CALIOPE EU: Air Quality' (row 9923) in  0.0435 seconds
Ingested app: 'B-BLE(BLE4.0 Scan)' (row 3954) in  0.0435 seconds
Ingested app: 'EM Launcher Pro' (row 9586) in  0.0458 seconds
Ingested app: 'Eh Plus English Application' (row 9373) in  0.0458 seconds
Ingested app: 'Burner - Free Phone Number' (row 448) in  0.0388 seconds
Ingested app: 'Nigeria News NAIJ.com' (row 3727) in  0.039 seconds
Ingested app: 'AE 3D Moto 3' (row 5018) in  0.0577 seconds
Ingested app: 'The Washington Post Classic' (row 3770) in  0.054 seconds
Ingested app: 'Bar-B-Q Rib House' (row 6646) in  0.0455 seconds
Ingested app: 'BT Messenger' (row 6774) in  0.0462 seconds
Ingested app: 'BD tools' (row 6007) in  0.0487 seconds
Ingested app: 'Premier League - Official App' (row 10178) in  0.0458 seconds
Ingested app: 'CQ' (row 7717) in  0.0458 seconds
Ingested app: 'Live Golf Scores - US & European Golf' (row 3032) in  0.0441 seconds
Ingested app: 'Color Quartets' (row 7761) in  0.0469 seconds
Ingested app: 'Comics Reader' (row 6015) in  0.0474 seconds
Ingested app: 'EP' (row 9693) in  0.0447 seconds
Ingested app: 'Lynda - Online Training Videos' (row 792) in  0.0443 seconds
Ingested app: 'Poop FR' (row 10821) in  0.0441 seconds
Ingested app: 'EC - Encumbrance Search - telangana state' (row 9230) in  0.044 seconds
Ingested app: 'Puffin for Facebook' (row 10205) in  0.048 seconds
Ingested app: 'Beauty Makeup Snappy Collage Photo Editor - Lidow' (row 2900) in  0.0441 seconds
Ingested app: 'RAM Cleanup Ad-Free Option' (row 4980) in  0.0486 seconds
Ingested app: 'What U See' (row 4654) in  0.0444 seconds
Ingested app: 'Jurassic World\u2122 Alive' (row 5531) in  0.0461 seconds
Ingested app: 'Live Chat - Free Video Chat Rooms' (row 616) in  0.0425 seconds
Ingested app: 'Local Weather Forecast & Visual Widget' (row 3655) in  0.044 seconds
Ingested app: 'Sweet Selfie Beauty Camera' (row 110) in  0.048 seconds
Ingested app: 'PokerStars Play: Free Texas Holdem Poker Game' (row 9607) in  0.044 seconds
Ingested app: 'imo free video calls and chat' (row 4222) in  0.044 seconds
Ingested app: 'Pocket AC' (row 4938) in  0.044 seconds
Ingested app: 'DU Browser Mini(Small&Fast)' (row 8903) in  0.0481 seconds
Ingested app: 'DM Me - Chat' (row 8543) in  0.044 seconds
Ingested app: 'TN Patta Chitta EC Info' (row 9226) in  0.0484 seconds
Ingested app: 'Pocket Mortys' (row 9855) in  0.0459 seconds
Ingested app: 'Mobile Security: Antivirus, Web Scan & App Lock' (row 5720) in  0.0435 seconds
Ingested app: 'WhatsVPN - Unlimited Free VPN' (row 8893) in  0.0441 seconds
Ingested app: 'Garena Free Fire' (row 1915) in  0.048 seconds
Ingested app: 'A-Y Collection' (row 5828) in  0.0479 seconds
Ingested app: 'Zombie Defense' (row 10687) in  0.0456 seconds
Ingested app: 'CALIOPE EU: Air Quality' (row 9923) in  0.0446 seconds
Ingested app: 'Ad-free Triangle Solver' (row 4966) in  0.0491 seconds
Ingested app: 'Google Docs' (row 3528) in  0.0423 seconds
Ingested app: 'USPS MOBILE\xae' (row 195) in  0.0471 seconds
Ingested app: 'DT future1 cam' (row 8875) in  0.0445 seconds
Ingested app: 'Puck AI Personal Assistant Robot' (row 5198) in  0.0454 seconds
Ingested app: 'Moto Z Market' (row 4828) in  0.0508 seconds
Ingested app: 'Sound Recorder: Recorder & Voice Changer Free' (row 3269) in  0.0451 seconds
Ingested app: 'Transformers Rescue Bots: Hero Adventures' (row 2121) in  0.0442 seconds
Ingested app: "Flo's CH Boss Timer" (row 7337) in  0.0508 seconds
Ingested app: 'Yelp: Food, Shopping, Services Nearby' (row 3169) in  0.0433 seconds
Ingested app: 'BJ Bridge Pro 2018' (row 6311) in  0.0392 seconds
Ingested app: 'TAMAGO Monsters Returns' (row 9447) in  0.0496 seconds
Ingested app: 'Fort Myers FL' (row 10606) in  0.0469 seconds
Ingested app: 'Blood Pressure(BP) Diary' (row 2510) in  0.0469 seconds
Ingested app: 'Asteroids 3D live wallpaper' (row 3420) in  0.0535 seconds
Ingested app: 'CF SPOT' (row 7263) in  0.0378 seconds
Ingested app: '\u54c8\u54c8\u59c6\u7279\u4e0dEY' (row 10109) in  0.047 seconds
Ingested app: 'ES File Explorer & Manager, Locker Xplorer 2018' (row 9798) in  0.047 seconds
Ingested app: 'Esporte Interativo Plus' (row 9436) in  0.0469 seconds
Ingested app: 'Ankle Surgery ER Emergency' (row 9783) in  0.0534 seconds
Ingested app: 'Little Big City 2' (row 6303) in  0.0313 seconds
Ingested app: 'KFC CZ' (row 8135) in  0.0469 seconds
Ingested app: 'GPS Map Free' (row 3119) in  0.0408 seconds
Ingested app: 'StarTimes - Live International Champions Cup' (row 871) in  0.0408 seconds
Ingested app: 'Period Tracker' (row 1357) in  0.0393 seconds
Ingested app: 'GMX Mail' (row 376) in  0.0393 seconds
Ingested app: 'FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT' (row 614) in  0.0469 seconds
Ingested app: 'DP & Status for Whatsapp 2018' (row 8686) in  0.0313 seconds
Ingested app: 'EUROBANK CY' (row 8103) in  0.0419 seconds
Ingested app: 'Photo Background Changer 2018 - Blur Background' (row 6195) in  0.0419 seconds
Ingested app: 'Video Player All Format' (row 5704) in  0.0313 seconds
Ingested app: 'Scarf Fashion Designer' (row 1631) in  0.0469 seconds
Ingested app: 'DR CONTROL' (row 8790) in  0.038 seconds
Ingested app: 'Pink Color for Facebook' (row 10210) in  0.038 seconds
Ingested app: 'Elim AG' (row 5096) in  0.0527 seconds
Ingested app: 'My Cancer Coach' (row 2490) in  0.0684 seconds
Ingested app: 'DM Adventure' (row 8580) in  0.0475 seconds
Ingested app: 'Thomas & Friends: Race On!' (row 2072) in  0.0501 seconds
Ingested app: 'SolMail - All-in-One email app' (row 463) in  0.054 seconds
Ingested app: 'T Uploader' (row 4596) in  0.0514 seconds
Ingested app: 'Spine- The dating app' (row 633) in  0.0476 seconds
Ingested app: 'myQ' (row 4516) in  0.0477 seconds
Ingested app: 'CS' (row 7827) in  0.052 seconds
Ingested app: 'SavingStar - Grocery Coupons' (row 2709) in  0.0484 seconds
Ingested app: 'CQ Ukraine' (row 7735) in  0.045 seconds
Ingested app: 'The Game of Life' (row 9569) in  0.0443 seconds
Ingested app: 'GUYZ - Gay Chat & Gay Dating' (row 5436) in  0.0369 seconds
Ingested app: 'TFO BZ Lessons' (row 7063) in  0.0469 seconds
Ingested app: 'BF 4 Guns' (row 6101) in  0.0438 seconds
Ingested app: 'Bomb and Nade Timer for CS:GO' (row 7852) in  0.0525 seconds
Ingested app: '[ROOT] X Privacy Installer' (row 4761) in  0.0563 seconds
Ingested app: 'Peggle Blast' (row 9160) in  0.0441 seconds
Ingested app: 'EZ Clock & Weather Widget' (row 10148) in  0.0454 seconds
Ingested app: 'Aldiko Book Reader' (row 4100) in  0.0466 seconds
Ingested app: 'Middlesbrough FC Official' (row 10268) in  0.0442 seconds
Ingested app: 'Wordscapes' (row 1889) in  0.045 seconds
Ingested app: "Bo's Bedtime Story" (row 6553) in  0.0442 seconds
Ingested app: 'Kawaii Easy Drawing : How to draw Step by Step' (row 1581) in  0.0442 seconds
Ingested app: 'CT Pulmonary Angiography' (row 7891) in  0.0441 seconds
Ingested app: 'Yaoi Novels - Shounen ai Book&fiction' (row 6404) in  0.0454 seconds
Ingested app: "Five Nights at Freddy's 2 Demo" (row 4580) in  0.0453 seconds
Ingested app: 'Bodyworks DW' (row 9015) in  0.044 seconds
Ingested app: 'Pixel Gun 3D: Survival shooter & Battle Royale' (row 3967) in  0.048 seconds
Ingested app: 'Netflix' (row 855) in  0.0441 seconds
Ingested app: 'Survival: Prison Escape' (row 9432) in  0.044 seconds
Ingested app: 'Kidjo TV Kids Have Fun & Learn' (row 989) in  0.0425 seconds
Ingested app: 'NOMISMA.com.cy by FMW' (row 8101) in  0.0425 seconds
Ingested app: 'Mobile Security & Antivirus' (row 4079) in  0.0454 seconds
Ingested app: 'Ay Hasnain k Nana Milad Naat' (row 5842) in  0.0415 seconds
Ingested app: 'Muscle Premium - Human Anatomy, Kinesiology, Bones' (row 2277) in  0.0464 seconds
Ingested app: 'RULES OF SURVIVAL' (row 1818) in  0.0462 seconds
Ingested app: 'dt Pro' (row 8850) in  0.0441 seconds
Ingested app: 'HTC Sense Input-CA' (row 3279) in  0.0455 seconds
Ingested app: 'BU Mobile' (row 6822) in  0.0456 seconds
Ingested app: "Don't Panic with Andrew J." (row 4617) in  0.0441 seconds
Ingested app: 'TO-FU Oh!SUSHI' (row 2200) in  0.048 seconds
